genes	log2FoldChange	pvalue	padj	mean_Baseline	mean_C3D1
EYA2	-0.707392522821201	0.248561585641445	0.516844126149919	468.472551547555	287.122117348749
UGDH	-0.483023520599384	0.248601232202734	0.516868968568582	1501.89011912277	1073.55083013199
KNOP1	-0.221856312852242	0.248726765018586	0.517027211465243	668.905462446647	574.905653193928
SLC35A2	-0.264189774766668	0.249007190011205	0.517277770476828	405.945929169408	338.50064676902
TMA16	-0.26177654074559	0.249019625519472	0.517277770476828	452.890389965964	379.174252258511
TTK	-0.425236382618202	0.24906721284617	0.517319032915131	960.069885557108	715.921637350384
ACSF3	-0.419920756855671	0.249304337432304	0.517638693277712	165.645216535058	122.785223519665
RNF44	-0.431521621827854	0.249301158112263	0.517638693277712	308.807939542149	227.696871134912
UFL1	0.213074344052731	0.249431077913653	0.517729022677283	1187.522982928	1372.96263929358
HNRNPA1P10	0.260957701997334	0.249710269776219	0.518114189709123	491.291982629264	591.646596809369
MPHOSPH9	-0.283858595453343	0.249727707515748	0.518114189709123	1003.66927419295	825.865916860595
TXNL4A	-0.191166215913442	0.249757618078599	0.518118638504353	556.556596728453	485.503406393956
HSP90AA1	0.28159254284852	0.249822582496735	0.518152766056887	17092.6858568774	20778.2993507579
WEE1	-0.338334823114967	0.249829605370515	0.518152766056887	1299.42378941035	1029.4599351881
EML2	-0.428285631898115	0.249983330998222	0.518413976042101	461.693403776194	340.716591680529
RP2	0.295968954359098	0.250021770732858	0.51843607532783	728.158795332848	892.848907096306
MAPK3	-0.382185901294541	0.250213058599664	0.518704885948852	266.057473409342	200.970169756117
LDHAP4	0.526738718469052	0.250299370171136	0.518781100454671	137.777394239522	200.149182455873
PPP2R2A	-0.259704721326605	0.250461479394838	0.518944439434039	1162.3505845327	971.730372954275
EIF4EP2	0.286551374832522	0.250582348919426	0.519136963565726	227.714240491447	280.315896179535
GAPDHP1	-0.355864430332943	0.250653715294817	0.519174670524575	96.3458979286705	75.8617683738678
IGHV1-18	1.38797903130732	0.250727295804116	0.519206674032272	628.131143403061	1643.3616056544
GSDMA	1.18615050147551	0.25100286291703	0.51966234924645	109.584088685047	133.156800202591
PPHLN1	0.160632559824895	0.251076535041625	0.51966234924645	899.471367409553	1006.78689295037
RB1CC1	0.337859104015238	0.251086588467631	0.51966234924645	3475.15810344145	4393.994086488
TMEM39B	-0.330633058236285	0.251010540235837	0.51966234924645	102.141583060945	81.4322623296114
TUSC3	-0.685004847321516	0.251039452751176	0.51966234924645	1050.96231928049	653.917434514285
BRD4	-0.422481264603003	0.251165113700349	0.519709583238912	943.09107055079	703.383540136226
FBXO45	-0.33335539574445	0.251224123366602	0.519716423727362	1800.67515033946	1430.82778105386
PEDS1	-0.311701056353449	0.251333462679599	0.51985875266969	1022.5192949242	825.622837532419
RPL21	0.383161788772382	0.25134864236795	0.51985875266969	9184.51644376578	11978.8710013021
CDKN1A	-0.500101301539552	0.25153293309164	0.520076156517076	3086.33634622103	2182.67410000996
NUCB2	0.283379336894033	0.251565240553222	0.520076156517076	763.689423760797	930.017769797344
SRSF2	-0.206009928950557	0.251541306978569	0.520076156517076	3159.35102885471	2739.76247988717
STOM	0.340880195047333	0.251528025358579	0.520076156517076	6343.14516740327	8036.42422887214
BMPR2	0.271465180952318	0.251606573972089	0.520103984747887	3339.05934809858	4031.14869348364
GMCL1	-0.255298617504997	0.251876163338214	0.52050170472286	888.625840545735	743.857789304448
PSMC6	0.250653802737577	0.251882657751737	0.52050170472286	1574.75312213616	1873.96969352068
DOLK	-0.258239558753187	0.251941642158263	0.520561869423988	205.722878533447	172.700644060209
NDUFA7	-0.384916183486126	0.251967567236734	0.520561869423988	225.595886522495	171.692771050691
PPIL4	0.214572060751926	0.252067015661518	0.520709676989254	755.583687476785	876.851053390852
BDH1	-0.545157004024223	0.252102595800263	0.520725529957152	468.96540527582	321.049715526126
RPL10P3	0.381227172496113	0.252308354657546	0.521092849796326	10.8691768232379	13.2347865951475
LUM	0.767584325185159	0.25236792575608	0.521158199934535	7208.57638864543	12272.9422866672
RANBP6	0.269281973501893	0.252538498680353	0.521337358709524	1254.5426441221	1514.21219117627
NOA1	0.232134550740049	0.252598715737311	0.521403986245379	317.954659352619	374.130265298229
NUP35	-0.206343564507995	0.252692054905525	0.521538960793839	336.516910185097	291.843676877318
ARL16	-0.303952128440907	0.252796712038438	0.521639571672814	151.641502738396	122.346748147319
NVL	-0.200021282504262	0.252771230015316	0.521639571672814	626.087912529634	545.957796300512
KDM2A	0.252914269845006	0.252982769672091	0.521908068776255	2536.37548201016	3025.38065389649
SLC50A1	-0.251446373600154	0.253069428218716	0.522029132275175	490.959587528437	412.526360347997
VRK3	-0.234574944269091	0.253364521611326	0.522522322421236	294.75972153836	245.571288103817
TNFAIP1	-0.287341683623774	0.253443333876202	0.522569349185627	1363.9067382132	1119.18859389296
RPL30	0.30401781173645	0.253534777157344	0.522700137195453	11668.9743272338	14408.6013946344
C12orf57	-0.5298924642186	0.253835501800909	0.523101617215221	333.81780269157	228.367560752809
PPP3R1	0.208477314215222	0.253841647582199	0.523101617215221	1607.51693544531	1857.69738917781
SNHG6	-0.311853847893786	0.253912202198433	0.523189232886789	744.784056508928	600.97620104817
MTRF1	-0.280963667062527	0.25403358808404	0.523266006584411	173.055802795293	142.722830433797
CTDSP2	0.16794273293512	0.25433740925786	0.523371863338296	2592.79100580193	2917.7964475151
IGHV3-13	1.46686571835365	0.254158027911597	0.523371863338296	69.1814788661566	191.166397837522
LNPEP	0.319448341424711	0.254172928443955	0.523371863338296	5337.70756266243	6662.77899679847
LSM6	-0.311309117785102	0.254286762509352	0.523371863338296	348.864648049455	281.455299500766
PPM1F	-0.353290970801038	0.254283893401945	0.523371863338296	431.944892375621	338.864392083749
ZNF330	0.183199127157293	0.254319294308866	0.523371863338296	450.183347154552	512.644974450521
LBH	0.377138437237698	0.25480178266456	0.524096259316654	876.247620164811	1140.14311899963
PTK6	-0.705817728361102	0.254792890327929	0.524096259316654	322.725576683372	197.476201548743
FAM117B	-0.428023245359852	0.254967810025738	0.524241305679979	799.169930379732	593.90001398042
HABP4	0.357855254479988	0.254930795907913	0.524241305679979	99.8671810471448	129.017023381615
NFE2L1	-0.231533788629629	0.254984677939522	0.524241305679979	4299.32886972644	3662.45224037184
DPCD	-0.28834897506369	0.255094744244857	0.524409819060156	142.628992532033	117.545723006731
HECW2	0.450583715456182	0.255165259170964	0.524439226360854	438.522675849753	600.809026977759
UBE2E1	0.300084849749791	0.25514310777283	0.524439226360854	1587.42212350469	1954.7987146089
FOXJ2	0.283030126048899	0.255231795762732	0.524518205829579	507.478042826098	617.073383301429
DENND4B	-0.444143871925142	0.255358826513942	0.524629640305648	425.331873015248	311.816723715133
MIR205HG	-0.647147205403978	0.255355393506482	0.524629640305648	1727.99014666218	1103.81330523071
OGFR	-0.452026779693699	0.255533917261341	0.524907848535516	256.992971568495	186.961617236585
AARSD1	-0.266956157552717	0.255576414672455	0.524937358039407	197.189019965677	163.71139119196
CXCL2	0.895358320437505	0.255744347698237	0.525223506878874	176.90803158519	328.498271921714
PAPSS1	0.258450087343188	0.255842045779466	0.525251686020996	1472.88590297792	1764.84309340375
A4GALT	-0.784426730930104	0.256011373492095	0.525541499379812	216.001762742237	125.122602179891
EID2	0.250812287039071	0.256254223641286	0.525874307794415	257.091549636866	242.718010933152
ARHGEF35	-0.544066846411948	0.256363251380189	0.525934928947551	497.107257981959	339.814340608117
ELOVL4	-0.78905772333687	0.256372624096834	0.525934928947551	418.014430238682	242.054406040123
COX6A1	-0.340329913331878	0.256529656795263	0.526131460054282	2089.20383264025	1649.24559630123
PWWP2A	-0.188692365607936	0.256567936932767	0.526131460054282	636.87233896694	558.147575950438
HSD17B11	0.598354736718943	0.256625059107159	0.526164553668781	795.974664012729	1202.00198321656
ERCC4	0.236781888350611	0.25666398453284	0.526186547064689	445.794360610591	527.617422093702
ARSK	-0.324583905142739	0.256826522468447	0.526395751533696	192.303216713247	154.237924501737
EXOC6B	0.425877197209828	0.257059029616547	0.526649263575403	1852.15922465962	2489.95643285526
PAIP1	-0.291764074451271	0.257056537015832	0.526649263575403	1809.17739809205	1478.68366092927
CFAP20	-0.254514566708776	0.257191075197142	0.526804112313795	414.820185538772	348.198789609415
COX20	-0.272221156876017	0.257188418812216	0.526804112313795	602.107308084173	500.957792468624
ESYT1	0.206568373888423	0.257654180275369	0.527521066923237	2288.98241603254	2644.87914083442
ZNF84	-0.337893536364337	0.257638497345496	0.527521066923237	1023.00289321672	810.32537528681
CCNE1	-0.384652506838516	0.257952971274004	0.527779141276787	148.449161650486	114.852215412056
PRDM5	-0.556763641879939	0.257972226294491	0.527779141276787	146.625455409917	99.9935807954448
TMEM267	-0.273533184211325	0.257897356381793	0.527779141276787	357.899949886161	297.1836649351
PALMD	0.497962613948764	0.258020308778101	0.527807384542795	593.194979235559	839.383610105926
MALL	0.64799697262595	0.258131118287218	0.527886285295736	1875.45663960802	2938.80782880868
FRYL	0.294737186303387	0.25844241617363	0.527933498994119	3082.99213372584	3776.81493937648
RSC1A1	0.399946591940728	0.25844621695634	0.527933498994119	212.199777597122	281.963973568235
SLC35A3	-0.395534808578752	0.258318739489304	0.527933498994119	1886.02319114095	1426.63225790259
TTI2	-0.185796162134795	0.258276244148997	0.527933498994119	206.034178827014	180.979868815149
ADH7	-1.27887007887754	0.258591897883498	0.528108220915626	1967.37187897264	423.840931402668
TWNK	-0.276481065056557	0.258585382523771	0.528108220915626	207.43249837351	171.723066699313
MTBP	-0.316183977420408	0.258710701318921	0.528177427419154	457.414665957145	368.525855710983
CYP51A1	-0.409943827737358	0.258763885311999	0.528195090710169	2758.99999830991	2076.33629938365
ST14	-0.558008491689671	0.259024717573093	0.528405416308324	1375.32694357917	931.947638007556
UBR5	0.264687683760666	0.259014241280821	0.528405416308324	5223.26575904105	6277.22504095566
GPX7	-0.599440919492086	0.259092418369585	0.528436389417035	148.939796905406	98.7153170084633
ALG6	-0.273742450721462	0.259589894118606	0.528995331404204	563.181379498908	466.152562960979
BCL2	0.538798851745029	0.259457532015955	0.528995331404204	752.33694839233	1093.88228184988
CRCP	-0.184659089253043	0.259569831949006	0.528995331404204	811.109219964026	711.986063420455
IL4R	-0.410685459968373	0.259514120637486	0.528995331404204	1288.30100905128	969.449060064086
CKAP2L	-0.351835763024207	0.259641884475595	0.529036641659163	535.571003942736	421.050152611592
HACD4	0.555416597828303	0.259735520030272	0.529054121140145	380.877090971801	560.885644211189
TP53I11	-0.501791519424451	0.259687987542967	0.529054121140145	231.58399223695	162.195407718097
RAE1	-0.23272371011186	0.260023966570089	0.529410498221261	728.721568765481	621.7022049034
RN7SL3	-0.614253778283438	0.260019229252345	0.529410498221261	12921.9516795914	4575.95866792078
CCL14	1.01574020514064	0.260395518716345	0.529589142152261	59.4980431828436	120.75746213295
FBXO5	-0.317332224105228	0.260280699722652	0.529589142152261	487.369040443856	392.036826684163
GOLGA8B	-0.519239247222736	0.260349610997819	0.529589142152261	977.659516998913	428.99188840731
NOMO1	-0.220563150547464	0.26014298077634	0.529589142152261	2003.54132187241	1718.73603629128
RHBDF2	-0.489710776850869	0.260216410684538	0.529589142152261	226.042750882495	160.838422918763
FN1	0.715477383027953	0.260476120664167	0.529688402130661	50231.0912737563	82481.7695515571
CHM	0.223400903096185	0.260568058877424	0.52970911631471	808.063167838391	944.401594985991
SLC25A40	-0.280435803655133	0.260737028239621	0.529911557262403	634.557986145454	523.584886373004
RTKN2	-0.591417884010337	0.260897446401746	0.530147702260326	703.451154793119	467.310518502801
ADD3	0.362096641632871	0.261109446250748	0.530312777892463	2396.9987584202	3079.0255200135
PPP4C	-0.343599159719076	0.26101657386984	0.530312777892463	682.179450211555	536.229812119919
PUM1	0.127534239143827	0.261059968505738	0.530312777892463	2715.95250264124	2963.99784918506
SNORA38	-0.65368574063591	0.261120782597854	0.530312777892463	129.005314876485	79.45756828914
EPHX3	-0.972827145396812	0.261194764762041	0.530405300953279	257.28821254123	131.172921790789
PHF20L1	0.257216228699049	0.261353996798289	0.53067090100719	1938.40553046275	2319.06085108469
MMP2	0.647912124125457	0.26142232903766	0.530694153594727	1840.07169904615	2883.90647095534
ZNF543	0.336434609902462	0.261406003078539	0.530694153594727	320.320717494254	405.761775454477
MOSPD2	0.278256150056045	0.261544800580966	0.530885018910129	565.402842434724	687.322608917701
CYB561D2	0.350383207850001	0.261662839101356	0.531066845511345	106.059478441848	128.559364633609
KLC3	-0.852873259023285	0.261844386096978	0.531261959831424	109.814696025085	60.9046985822937
FABP5P9	0.558932382230027	0.262169864407698	0.531756412319043	10.7164180596845	15.8839987221126
SEC23B	0.208980279026521	0.262173579492776	0.531756412319043	1387.38624813206	1600.53932959307
ARPC3P3	0.331250963761067	0.262394941470118	0.53210082725412	14.4700453700628	16.2607233017904
GSDME	0.52333515956661	0.262400418670547	0.53210082725412	310.770353202253	448.141068231067
ZBTB39	-0.205070539693011	0.262441419986002	0.532126143316179	329.151106434279	284.274027048983
ACY1	-0.478384728547543	0.262479249158477	0.532145022739807	213.920136506887	151.277672037373
NEK6	0.460396940599054	0.262565865344617	0.532262797102721	535.656924142158	733.981393917782
POMGNT1	-0.231834232537108	0.262800439470415	0.532680447590478	563.452565634552	481.074944539654
CCDC51	-0.355782967638833	0.263043234196119	0.532851474671738	222.444315133501	174.48938113824
SDC1	-0.523133361947814	0.26311026418472	0.532851474671738	11318.7319841247	7876.72468755506
TRPT1	-0.258333183718722	0.263144573876256	0.532851474671738	119.039023784228	98.2655239169656
ZKSCAN8	0.367604888340514	0.262942707753822	0.532851474671738	667.333778927525	862.496596089214
CEBPD	0.376721363708102	0.263371996899903	0.533086176608329	320.685646133725	416.381420707006
PRKD2	-0.399753307483188	0.263558606414368	0.533232526910127	377.136595670325	285.403589374371
MTRR	-0.217905022004471	0.263711848706653	0.533484724291647	626.734010070909	537.218255925182
GGCX	-0.294923309358146	0.26381450239211	0.533538865528185	1219.33117830265	994.884183726724
KLHL42	-0.301325603019863	0.263808228634836	0.533538865528185	1038.37797275276	842.998538931388
NFATC3	0.265731261644006	0.263859511112253	0.533552067333619	1458.05275455344	1755.67864291065
YBX1	0.200013059804373	0.263978153376707	0.533642388724596	4979.85333605129	5723.97207488984
ZSCAN26	0.264772788767017	0.263989972685785	0.533642388724596	237.466739807659	285.910810439
THUMPD2	-0.282087717159469	0.264189567497078	0.533930177569097	277.370599683078	229.829088355024
HLA-H	0.562949826007605	0.264405312814638	0.534134798865557	118.355987304736	169.847874937147
KDM1B	0.249225793279824	0.264405187644013	0.534134798865557	682.588861280211	807.464958869632
PIGU	-0.219775627881671	0.264359881397662	0.534134798865557	343.601453889349	295.10552465272
CFAP68	0.357474586780526	0.264503225286091	0.534264132903737	139.382651685801	177.971274196076
ZBTB22	0.218057077112204	0.264526598279616	0.534264132903737	231.258194637432	271.638406711065
FEZ2	0.320000928094007	0.264715048923908	0.53433925096461	765.107812342906	955.787519216124
IQANK1	-0.499630516417281	0.264735604242648	0.53433925096461	856.347420402849	606.426466193196
FOLR2	0.678492142763448	0.264831654766226	0.534417505995217	75.1514361360204	120.867591117119
FGGY	-0.389166046298024	0.265070557586875	0.53472611941309	227.963027495493	174.514752927787
H2BC26	-0.689918398895376	0.265027458054953	0.53472611941309	218.440598274524	135.648216804758
PRICKLE1	0.415258357593854	0.265057885289519	0.53472611941309	332.867330927821	445.144078685318
YTHDF1	-0.213884475504976	0.265103375492985	0.534734513749768	960.759188291193	827.973654988413
LRRC20	-0.553792419422046	0.265174288264336	0.534819738328201	154.414787017119	105.59893140109
CENPB	-0.414399653182691	0.265256537198545	0.534927805481989	622.836431220231	467.526522361005
RETREG2	0.22025939107407	0.26548673912882	0.53516069484107	1000.71268595897	1167.45930264713
LUC7L3	-0.340949065579285	0.265545537421683	0.535221400765674	1832.22788501028	1446.77379731007
SPSB1	-0.337982070370306	0.265625912371172	0.535281662411638	383.562305741332	304.31532370496
FBXO25	-0.314114154185864	0.265784924717536	0.53535052734536	682.225564565616	548.927392060157
KLK12	1.61846985669258	0.265758984572992	0.53535052734536	88.9030124977539	102.426249332079
SEC61A2	-0.397231760245542	0.265826194625299	0.53535052734536	90.3171951962868	67.7540512844812
ABCA12	-0.901831630311199	0.26596478657752	0.535408825106867	1743.82405098029	933.589436132869
PM20D2	-0.363574056724332	0.26639942455566	0.53590052417083	889.923416423752	692.107773529125
C4orf19	-0.939733273269021	0.266572301219132	0.536132694626967	190.733133724642	98.2310983717427
EIF3F	0.226479177682341	0.266696651245699	0.536160377443844	2046.09332514162	2394.57509809228
TMBIM6	0.228822666359777	0.266697999960959	0.536160377443844	14363.9092932807	16835.4418859711
VPS26B	0.251581435716762	0.266690348591358	0.536160377443844	486.979690315184	581.341056345468
WDR77	0.23383985830792	0.2667452224887	0.536191516927625	452.917657712216	534.26329218278
DPP8	0.203181674624252	0.267168127527115	0.536514614295053	1398.22774875437	1607.28039625867
IGKV1-16	1.28818963563368	0.267069443198016	0.536514614295053	136.757936668454	333.721607719985
LRP6	-0.433104841541842	0.267167902117522	0.536514614295053	1745.77560663792	1292.80351924315
ZBTB33	0.240265788422451	0.267088501308234	0.536514614295053	1562.92104229596	1848.35505083717
TC2N	0.475721844555658	0.267309178225279	0.536689182879675	1742.12065590125	2417.35740737089
DBNDD2	-0.343931621648184	0.267371491693904	0.536756539538272	453.032716643754	356.035169176975
GLDC	1.13672861149351	0.267572234751369	0.537040388691759	420.2787868227	924.488139805476
PSMB4	-0.252997775011524	0.267575421533464	0.537040388691759	2680.8618166266	2250.74183264139
RAD51B	0.28399750181479	0.267674530020992	0.537040388691759	230.067183023306	277.9591602098
RIPOR1	-0.479398846011749	0.267731165695593	0.537040388691759	189.005670338381	135.44358132752
ST6GALNAC4	-0.566587571931187	0.26770477907361	0.537040388691759	85.0729860184506	56.2675080792183
XPO1	-0.214955543320745	0.267771906558849	0.537040388691759	7076.02980255888	6096.68104003165
TSR2	-0.252798380700981	0.267846087882221	0.537131434699865	675.415003297061	568.99831321052
E2F8	-0.491453778433498	0.267954676835336	0.537233724051506	352.661690770541	251.360593681757
KIF3B	-0.259427524913544	0.26819734401489	0.537546985963249	1549.89792583701	1294.87766145789
ZNF41	0.224642066251502	0.268176049556451	0.537546985963249	393.527594788382	457.400670123297
TMUB2	-0.232543981354468	0.268229432920336	0.537553562269731	309.438108187474	261.270792772286
EXOC1	0.239179511244297	0.268361813272703	0.537703364723358	1305.68843158801	1540.34709208025
ACOT2	0.457525306731563	0.26851448815081	0.537951508363121	161.15190109198	219.842833334676
LGALS3	0.485181173553923	0.268703238077381	0.538271865005253	2437.08280105106	3396.04588848023
IGHV4-4	1.30942031698559	0.268777688933489	0.538305428302983	356.928390589702	883.977339271047
LCLAT1	-0.243075306651709	0.268771636938842	0.538305428302983	939.952110675787	795.163468618655
LEO1	0.218204029096989	0.268901361995325	0.538437537808002	710.68680193698	828.618617786375
ADI1	-0.361549160012365	0.269098512791394	0.538740651363852	1600.15376288777	1246.17969421317
HDAC11	-0.342640793291905	0.269110482924033	0.538740651363852	161.658732689198	127.339237413372
PRPF4B	0.21476709387787	0.269148069525833	0.538758096690844	2225.3413410227	2583.08194037845
H1-3	-0.395668793000145	0.269244148831238	0.53889261151892	2767.76671550303	2104.73422624535
COPG1	-0.205053326878793	0.269297526501242	0.538941639265677	2627.30145571202	2275.86614070976
RPL21P37	0.422502259564748	0.2693560296808	0.538943117504152	9.88420688443319	13.5997946347406
RBP5	1.10405817977056	0.269422304981918	0.538960142684668	54.4896830354294	117.450301733842
COQ8A	-0.433863397245063	0.269553729141794	0.539049682326212	308.805931614457	227.790567140929
PPP2R2C	0.888657119823033	0.269533928211523	0.539049682326212	551.917327912353	1022.60253030604
SPG11	0.218337175480845	0.269619061374139	0.539122555212327	2554.15027601563	2967.69875189195
RNVU1-6	0.615254879805182	0.26986260027251	0.539493906265806	23.4176673440348	35.895477675532
RANBP3	-0.292319962086302	0.269901465526094	0.539513802540644	352.60516073669	287.60160137303
AHR	0.395910379577266	0.270093738894861	0.539733405348473	5092.42612898924	6700.54305721368
RBMS3	0.427320276262077	0.270127024252379	0.539733405348473	553.450466396832	744.999453238417
DNAAF10	-0.15251017821411	0.270382069382996	0.539947718086772	207.192592584373	187.306549333547
DR1	0.274497411877617	0.270446777387782	0.539947718086772	2589.97270616524	3134.21734368134
EFCAB7	-0.351740085531754	0.270465772827281	0.539947718086772	200.932583504524	158.38022425994
UBAP2	-0.268849710545518	0.270652534051708	0.540262760526837	776.26289694222	644.513773829539
TTC21B	-0.265578835885726	0.270830257555671	0.540447986031953	715.149797801683	595.605087456403
DUSP10	0.476303311431907	0.271102697132014	0.540872054793476	646.186383959228	900.529045613069
NDUFB9	-0.303607382634243	0.271178739528093	0.54090810043765	1657.57500504193	1341.4338626142
DARS1	0.228230397432405	0.271244218868541	0.54093573390348	2275.5521502704	2669.23535354745
OTUD6B	-0.217364223649683	0.271564320002389	0.541330008679049	585.855204639382	506.60117039507
HELB	0.285211325862762	0.271745691090286	0.541518004671586	263.38160733614	320.971043824685
GLT8D1	0.263701634601824	0.271881523136617	0.541528674701918	538.921192511009	646.437418231797
LRRC15	0.977197413617435	0.271895671664396	0.541528674701918	606.49756188653	1194.553833416
MSLN	-1.09355611324744	0.271917959978244	0.541528674701918	161.358694218856	75.5838226615738
TFCP2L1	-0.627108349593971	0.271896764608987	0.541528674701918	1284.12854426731	830.730372430542
OGFRL1	0.402850482707376	0.271966663354815	0.541553509572174	2634.416598982	3484.94461420321
EOLA2	-0.202994522619065	0.272059809087217	0.541681181985433	221.378580370626	192.89814957658
FZD6	-0.470188593965025	0.272317832688339	0.542021414182871	4654.64431746848	3361.17312981974
SAT2	-0.325058122680301	0.27247692689864	0.542222401186799	228.858327609564	182.272678166333
ZCCHC24	0.497913417289149	0.272543870473904	0.542297784500218	334.167854804456	473.376906431922
ADAMTS1	0.505464693184449	0.272633140906038	0.542359745128643	589.488922924386	836.620440316764
RAB22A	0.292827443072772	0.272613992566489	0.542359745128643	2326.93850249923	2853.4690524267
MRPL14	-0.309793512667809	0.272752138263534	0.542536354593687	539.323548082934	433.36287094499
ACTG2	-0.737322198893666	0.273143779570854	0.543028225739626	247.901981152861	41.0605125278884
BRD10	0.263056931431402	0.273297187423962	0.5432174603037	1360.35621763356	1634.42865726772
MED29	-0.335792527694804	0.273389589808478	0.543285382942088	484.738890265395	384.229508861816
TCIM	-0.733430670769684	0.273886223941302	0.544098471068316	446.954806434584	267.887001249877
MPC2	-0.341838035358605	0.273928632638299	0.544124790827194	850.367479908057	666.833802537134
KAZN	-0.439866414638609	0.274069941555998	0.544347536927612	254.301755542908	187.302768185987
FAM149B1	0.201056013215446	0.274232553028372	0.544528218406898	329.054602744218	379.056811913841
RAD51-AS1	-0.415532525248713	0.274273225416007	0.544528218406898	82.5678742366943	62.1117089313417
SNORA80E	-0.846570053359833	0.27425538107283	0.544528218406898	14.5430403892193	7.13204697087526
THNSL2	-0.587676656283606	0.274343857771371	0.544601743192956	134.077502015781	89.1797916137534
ASAH2B	-0.274284144935664	0.274441514764688	0.544637393868831	243.922722092962	203.281405801079
HAPSTR1	0.236885325070445	0.274449379129079	0.544637393868831	1581.71882301454	1866.34442818331
MRPL16	-0.177184733964929	0.274404122484495	0.544637393868831	422.690635317681	372.142193525366
PSMB10	0.476467444268901	0.27447943737545	0.544639121801988	281.979856109367	388.634364995924
CDKN2B	-0.637700219446098	0.274551859488094	0.544666988948313	2312.3142789824	1486.38937767303
ZNF544	-0.272463318470436	0.274550896227673	0.544666988948313	941.385328993602	779.761264982957
HPRT1	-0.258815534089965	0.274849405325046	0.544848167656263	623.347158440608	522.527177047573
IFT88	-0.324043765905974	0.274895922042772	0.544848167656263	216.305101043077	172.415949618768
SAFB	-0.253583396132427	0.274926352958744	0.544848167656263	783.304165885289	656.128581564736
SCNN1A	-0.761311782271927	0.274941359196054	0.544848167656263	783.894830116558	461.505230750626
XRN1	0.245063977646636	0.274799177452497	0.544848167656263	4581.78382129377	5431.25703410292
SLTM	0.190317323845174	0.275041545855627	0.544885364228262	1721.91209780245	1967.70720838249
NCBP2AS2	-0.314838853569203	0.275160804277072	0.545063758790888	201.605323769702	162.897682256961
WBP1	-0.322021162863731	0.275214215773502	0.545111693698497	230.513018616173	185.502527074911
ADISSP	-0.377244891392494	0.275276861554669	0.545177906666325	132.975232946566	103.116898955049
MIER1	0.265119937349833	0.275307271718295	0.545180270642404	1790.41543433209	2150.26259437479
CCT8	0.259696366675238	0.275393304606946	0.545292769945418	2638.92478373912	3161.56200972606
ST6GALNAC6	-0.397211816015472	0.275479566340963	0.545347836613874	485.932253244786	361.723178182535
TMEM216	-0.315251613197769	0.275477773574717	0.545347836613874	158.149482039906	127.888504116746
KLHL7	0.238412990601198	0.275759481608147	0.545554699619172	638.61692301682	755.613689695372
PSTK	-0.296703812447373	0.275718386539989	0.545554699619172	43.6134186749456	35.855009014861
RGS20	0.837300530289435	0.275703260101257	0.545554699619172	60.2171888015667	108.155393780715
ADAM8	-0.589399069800831	0.275803649280831	0.545584235723556	194.792816061066	129.516568551472
KPNA6	0.196274928305639	0.275837173382861	0.545592713093511	2557.10979936287	2933.51498382028
DNMBP	-0.323743842861599	0.275894182616749	0.545647636208642	713.357382350785	568.773998893782
ATP5F1C	0.220258995117871	0.276216340419024	0.54605539620983	2073.63513979925	2412.96975934122
CD302	0.74597973980018	0.276246674181179	0.54605539620983	747.072369250287	1253.46508209144
SERPINB8	0.365678349230007	0.276468836899937	0.546320925188268	469.887627190354	603.780497895282
KIF11	-0.336137101068062	0.276560480610389	0.546424840620327	1834.07082927914	1454.12186769656
DHRSX	0.289196659146919	0.276710182123954	0.546624179381005	183.551382791074	224.073388232063
H2BC5	-0.385455472837204	0.276810239761528	0.546639554977416	1718.80055018751	1316.40475929907
PI4KA	-0.267435059899441	0.276837086222077	0.546639554977416	1153.42719097886	956.485392924852
RNVU1-22	0.732984277500593	0.276861011173081	0.546639554977416	6.11202485881608	10.215396101644
TRIM25	-0.217488830575737	0.276758725939409	0.546639554977416	1730.12317506492	1485.40327930309
ALDH3A2	-0.376329356601069	0.277194866039431	0.546666399962674	2908.91577170989	2241.5649045095
CCNG2	0.305767424221704	0.27722921194342	0.546666399962674	1154.19917162212	1423.35594537263
COMT	-0.386464902355556	0.277139223723274	0.546666399962674	521.701027772953	399.136565961595
IGHV2-5	1.03526603235657	0.277100305273752	0.546666399962674	112.045586370768	230.000909407155
SNX3	0.234352882112121	0.277204519295011	0.546666399962674	2039.12278492929	2401.23242276159
TPD52	-0.307786455133718	0.277208587547681	0.546666399962674	2420.83199914548	1948.26721673248
RNVU1-26	1.18358001374477	0.277427174155159	0.546940419412072	1.79608986536686	15.4373475599703
SETD2	0.27461771169932	0.277598153919264	0.547182843649637	2371.01407531257	2867.45753286243
TASP1	-0.224756832486683	0.277672702255959	0.547251016486713	305.074807770931	259.225504581816
GGA3	-0.344315760417142	0.277709195050023	0.547265136723353	497.268002296924	391.555823865536
TRAM2	0.375332710723091	0.277774305055348	0.54733564227379	803.48346046494	1042.66142801764
CDC25B	-0.416955817660377	0.277812538513008	0.547353180092148	830.646643480619	622.509795481382
ERGIC3	-0.24009346416128	0.2779935749719	0.547536426955421	2206.71104204971	1867.15037243847
GON7	0.254084936142953	0.278118737205153	0.547725133113262	201.52856221639	239.527446470497
H2BC8	-0.440641940941531	0.278215100107076	0.547799279096553	1922.29188514507	1416.80741649578
MORN2	-0.358858869462889	0.278187393535885	0.547799279096553	197.429698472145	155.023669600597
PDZK1IP1	-0.897902339129842	0.278341387267279	0.547874502785594	389.962342539054	208.886328472189
